1,44,81,108,124,124,112,79,41,1,-43,-79,-112,-123,-124,-108,-83,-44,-1,44,81,111,127,124,111,83,44,-1,-43,-79,-108,-122,-122,-111,-82,-44,1,45,79,110,125,127,111,81,43,1,-41,-82,-109,-124,-124,-110,-83,-44,1,44,81,111,125,125,109,83,42,1,-41,-83,-109,-126,-125,-110,-81,-44
-1,83,122,108,41,-44,-107,-125,-79,1,83,125,110,45,-43,-109,-123,-80,-1,80,123,109,42,-45,-110,-123,-82,1,83,124,111,45,-42,-108,-122,-81,2,83,123,108,44,-43,-109,-125,-80,0,79,125,108,41,-44,-110,-125,-83,-1,83,127,109,42,-44,-110,-122,-80,0,79,124,110,41,-41,-109,-126,-81
-1,41,79,111,122,127,111,80,42,0,-41,-79,-109,-126,-126,-109,-79,-43,0,45,83,110,124,122,110,80,45,2,-45,-79,-109,-126,-126,-111,-81,-44,0,45,82,110,126,125,112,79,41,-1,-42,-81,-107,-125,-125,-111,-83,-42,0,41,79,108,127,125,108,81,42,1,-44,-80,-107,-123,-126,-110,-79,-44
-2,42,79,112,126,126,109,83,44,0,-42,-80,-111,-123,-126,-111,-83,-44,-2,44,83,110,123,125,111,80,44,-2,-41,-83,-109,-126,-127,-108,-83,-45,-1,44,80,110,126,125,110,83,42,1,-43,-83,-108,-126,-126,-111,-82,-44,0,44,82,111,123,126,108,83,43,-2,-45,-80,-109,-125,-124,-112,-83,-45
-1,83,125,108,44,-44,-111,-124,-80,0,79,122,112,43,-45,-108,-125,-82,-2,83,123,107,42,-44,-109,-126,-83,1,82,123,112,45,-45,-111,-124,-80,1,81,125,109,42,-41,-107,-126,-81,-1,83,124,111,40,-42,-110,-124,-82,-1,82,123,110,44,-44,-111,-122,-82,-2,81,125,108,43,-41,-111,-124,-81
0,45,80,108,122,125,108,80,45,0,-40,-83,-110,-124,-122,-108,-83,-43,-2,43,82,112,127,126,112,79,42,0,-43,-81,-107,-125,-126,-111,-83,-44,0,41,83,111,126,126,110,79,45,1,-42,-81,-111,-123,-123,-110,-81,-41,0,42,83,111,127,123,110,80,41,-2,-43,-80,-111,-122,-125,-108,-82,-43
0,81,127,110,41,-45,-109,-126,-83,0,83,125,108,45,-45,-109,-125,-83,-1,83,126,112,42,-44,-109,-123,-81,-1,79,127,111,42,-42,-108,-124,-84,0,81,124,108,42,-45,-109,-124,-80,0,80,127,109,41,-42,-110,-126,-80,0,81,124,109,42,-40,-111,-126,-81,1,83,127,111,44,-40,-112,-125,-82
-2,111,112,2,-110,-108,2,107,108,0,-109,-108,1,111,108,0,-112,-109,0,108,108,1,-110,-110,-1,111,109,-1,-108,-109,-1,110,111,1,-107,-109,0,112,108,0,-108,-111,-1,107,110,1,-109,-111,-2,107,107,0,-110,-112,1,111,108,0,-107,-109,0,112,108,1,-112,-107,-1,111,108,0,-111,-108
0,41,80,111,125,123,110,80,42,0,-45,-83,-108,-127,-124,-110,-79,-44,1,42,82,111,123,123,109,79,43,0,-45,-80,-112,-122,-124,-108,-82,-44,0,45,81,107,126,125,109,83,45,0,-43,-82,-110,-125,-125,-111,-80,-42,0,45,79,112,127,124,109,83,44,1,-43,-84,-110,-127,-122,-112,-82,-43
0,81,125,110,41,-42,-110,-126,-83,0,80,124,111,44,-45,-107,-126,-83,0,81,123,109,41,-41,-108,-124,-80,-2,83,127,108,42,-42,-109,-125,-80,0,82,127,109,43,-43,-110,-126,-82,-1,83,126,109,42,-45,-109,-123,-82,-2,80,124,112,43,-43,-108,-123,-79,1,83,123,112,45,-44,-110,-125,-80
0,84,126,109,43,-44,-107,-122,-80,0,81,126,110,43,-43,-109,-125,-79,-2,79,127,111,45,-45,-110,-125,-83,1,79,123,111,43,-45,-109,-124,-82,0,81,124,109,43,-45,-109,-127,-84,0,80,123,107,42,-45,-109,-126,-82,0,81,126,110,43,-40,-108,-124,-79,-1,79,126,108,43,-42,-107,-122,-81
2,80,123,108,41,-44,-110,-124,-83,0,82,125,107,42,-44,-109,-124,-82,1,79,122,108,43,-44,-110,-123,-79,1,80,126,108,43,-44,-109,-125,-83,-1,81,127,110,42,-42,-111,-123,-82,-1,82,126,107,45,-42,-111,-123,-81,-2,83,125,109,44,-45,-109,-125,-82,-1,81,125,111,42,-41,-110,-123,-81
0,44,79,110,126,125,107,82,44,-2,-44,-83,-112,-123,-123,-111,-79,-43,0,41,81,110,126,126,111,80,41,-2,-44,-81,-107,-123,-127,-108,-79,-41,-1,42,81,108,123,125,109,79,42,1,-45,-80,-109,-123,-125,-107,-83,-45,-2,42,82,108,125,126,112,79,45,0,-43,-84,-112,-125,-123,-112,-82,-44
2,107,110,2,-111,-107,2,111,111,1,-107,-110,2,112,111,1,-108,-108,0,112,112,-1,-109,-111,-1,108,108,0,-107,-108,1,109,107,0,-108,-107,1,111,110,0,-108,-108,-2,108,111,2,-108,-109,1,110,108,0,-110,-108,2,112,112,0,-108,-112,0,107,109,2,-107,-107,1,109,111,0,-112,-109
1,83,124,111,41,-44,-111,-127,-81,-2,79,122,111,41,-42,-112,-124,-83,0,80,126,109,41,-44,-109,-125,-81,0,81,123,107,45,-41,-111,-124,-82,0,82,125,109,43,-42,-110,-123,-80,-1,79,127,112,43,-44,-111,-122,-81,-1,80,122,110,43,-44,-109,-125,-83,-1,81,126,107,41,-42,-109,-127,-82
0,109,107,-1,-110,-108,1,107,107,0,-108,-112,0,111,109,0,-109,-108,-1,111,110,1,-110,-109,-2,112,108,0,-111,-110,-1,108,109,-1,-112,-109,0,108,109,0,-111,-111,0,107,109,-1,-109,-108,2,108,108,-1,-109,-110,-1,112,108,0,-111,-108,0,108,111,0,-107,-111,1,112,111,-2,-111,-110
-1,41,79,110,122,125,109,82,42,2,-41,-83,-112,-122,-127,-111,-80,-43,1,41,81,110,125,123,110,80,42,-1,-45,-81,-108,-122,-125,-110,-79,-45,0,45,81,109,127,123,108,83,43,0,-42,-82,-110,-123,-123,-109,-80,-41,-1,41,80,107,122,126,108,79,43,0,-43,-80,-108,-123,-125,-110,-82,-42
1,81,127,111,45,-43,-110,-124,-82,-1,83,126,108,45,-41,-108,-127,-82,0,82,126,107,44,-44,-112,-127,-82,-1,83,123,110,45,-45,-112,-122,-80,0,80,126,109,41,-43,-110,-127,-83,0,79,122,108,45,-43,-109,-122,-83,2,83,123,111,44,-45,-109,-124,-80,-2,79,127,109,44,-44,-108,-127,-82
-2,44,80,110,126,124,108,83,44,2,-44,-81,-111,-125,-125,-108,-80,-43,2,43,79,108,126,124,110,79,41,-1,-43,-82,-108,-125,-127,-108,-83,-41,0,43,83,110,125,124,109,83,42,-1,-44,-83,-111,-126,-124,-110,-82,-41,1,43,79,108,124,126,111,82,43,0,-45,-81,-109,-124,-123,-108,-83,-42
-1,80,123,110,43,-44,-111,-122,-81,0,82,127,108,45,-41,-111,-123,-80,-1,81,125,108,42,-42,-109,-123,-79,0,82,125,109,43,-45,-107,-126,-81,0,79,124,110,45,-41,-107,-124,-80,0,84,123,108,43,-45,-111,-125,-81,1,82,122,107,43,-44,-108,-123,-82,-2,81,124,109,42,-45,-109,-124,-81
2,111,109,-1,-111,-112,-1,112,109,-2,-111,-110,1,110,110,0,-109,-110,0,107,111,-1,-108,-108,0,109,108,-2,-112,-108,0,108,111,0,-109,-108,0,110,109,0,-108,-112,2,110,111,1,-112,-107,1,112,108,-2,-111,-108,0,109,110,1,-108,-110,-1,111,110,-2,-108,-111,0,110,112,0,-108,-111
-2,83,127,108,45,-43,-111,-124,-79,-1,80,125,110,42,-42,-112,-126,-83,0,82,123,110,40,-42,-111,-123,-81,0,84,126,108,43,-45,-108,-125,-80,-2,81,126,108,44,-43,-112,-126,-80,0,80,124,108,42,-40,-109,-123,-82,0,79,126,107,45,-44,-110,-123,-79,0,81,125,111,45,-41,-107,-126,-81
0,82,125,107,42,-44,-111,-124,-80,1,81,125,109,45,-41,-110,-127,-80,-1,80,124,107,41,-44,-110,-123,-79,1,79,124,110,42,-43,-108,-123,-82,0,82,124,108,42,-43,-108,-125,-80,2,83,123,109,43,-44,-110,-123,-79,1,82,124,111,43,-41,-110,-126,-80,2,82,127,110,44,-41,-111,-123,-83
0,108,110,-1,-112,-111,-2,111,107,-1,-110,-109,0,107,107,0,-107,-109,2,109,110,-1,-109,-107,0,108,107,0,-108,-111,0,109,109,0,-110,-111,0,112,111,-2,-110,-111,-1,111,110,-1,-110,-110,-1,112,108,1,-108,-111,1,108,108,1,-107,-110,1,109,111,0,-111,-109,0,111,107,0,-110,-110
-1,45,82,110,126,124,110,81,45,1,-44,-79,-107,-122,-124,-108,-81,-45,-1,40,82,110,126,124,108,81,43,0,-45,-80,-112,-125,-126,-109,-82,-45,2,43,82,110,123,123,111,83,45,-1,-43,-83,-111,-125,-125,-109,-82,-42,-2,42,81,109,124,124,112,82,41,0,-41,-83,-111,-126,-125,-110,-80,-44
0,80,126,112,45,-43,-108,-126,-79,1,80,125,109,44,-44,-112,-127,-81,-1,83,124,112,41,-40,-111,-126,-81,2,81,123,108,41,-41,-110,-123,-83,-1,81,126,112,44,-42,-110,-126,-81,1,80,122,107,42,-41,-110,-123,-80,1,81,123,109,42,-45,-109,-125,-81,1,82,123,111,41,-42,-109,-124,-82
0,83,127,108,43,-44,-109,-126,-80,-2,82,123,111,41,-44,-110,-125,-82,0,81,126,109,44,-43,-109,-127,-83,0,80,125,109,42,-42,-110,-127,-83,0,82,122,110,41,-42,-108,-125,-82,0,83,123,108,45,-41,-112,-125,-83,2,80,124,110,45,-41,-108,-122,-79,0,80,122,109,43,-43,-110,-123,-80
-1,43,83,111,123,124,110,82,44,-1,-42,-81,-109,-122,-125,-108,-82,-43,0,44,81,112,127,123,111,83,43,0,-44,-79,-108,-124,-123,-112,-80,-41,0,43,80,110,127,126,109,81,44,1,-45,-83,-110,-124,-124,-111,-83,-42,0,42,83,110,126,125,108,79,44,0,-41,-81,-109,-123,-124,-110,-82,-44
0,111,108,0,-107,-107,-1,111,109,-1,-109,-112,0,112,112,0,-111,-111,0,109,107,-1,-111,-111,-1,108,112,0,-109,-107,-2,111,110,2,-111,-110,-2,109,111,-1,-111,-111,0,110,109,2,-108,-111,0,111,109,-2,-109,-109,-1,109,108,2,-110,-108,0,112,112,-1,-111,-107,0,109,109,-1,-108,-111
-1,79,123,109,44,-45,-111,-126,-81,-1,83,124,112,41,-42,-111,-125,-82,1,83,125,111,43,-42,-109,-126,-83,-1,81,124,109,41,-41,-109,-125,-83,-2,79,125,110,45,-41,-107,-122,-83,0,79,123,109,41,-44,-109,-127,-82,0,82,122,112,42,-45,-108,-124,-79,0,81,126,110,44,-41,-108,-124,-79
0,83,125,108,45,-42,-109,-124,-79,0,82,126,112,42,-42,-110,-124,-82,-1,83,126,107,43,-42,-107,-123,-82,0,81,123,111,45,-42,-108,-124,-80,1,81,123,107,43,-45,-109,-124,-81,-1,79,126,108,45,-45,-108,-125,-81,-2,81,123,107,45,-44,-107,-125,-83,0,79,126,110,42,-41,-109,-124,-80
-2,108,109,1,-109,-111,0,108,110,0,-112,-111,-1,108,111,0,-110,-111,1,107,107,0,-111,-111,-2,109,108,0,-111,-108,0,109,107,1,-111,-109,1,108,109,0,-108,-110,0,112,110,0,-108,-109,-1,112,108,2,-108,-111,-2,112,111,1,-112,-109,-2,108,110,-1,-109,-110,-2,112,110,1,-109,-111
0,45,82,110,124,125,110,81,43,2,-41,-82,-109,-124,-123,-109,-79,-41,0,43,81,108,122,126,112,81,42,2,-41,-83,-107,-123,-123,-110,-80,-45,0,41,81,109,122,122,111,79,45,1,-42,-81,-109,-122,-126,-111,-80,-42,-2,43,83,111,126,125,112,80,44,1,-42,-82,-109,-126,-123,-107,-80,-45
2,42,80,111,127,125,107,83,44,0,-44,-80,-109,-125,-126,-111,-82,-43,-1,45,80,108,123,126,109,83,42,1,-43,-79,-111,-123,-126,-108,-81,-44,2,41,80,108,126,123,109,81,45,1,-44,-82,-111,-127,-127,-111,-83,-43,-2,41,79,111,123,124,110,82,44,0,-44,-80,-109,-124,-123,-107,-80,-41
2,81,125,108,42,-43,-112,-123,-83,1,81,122,109,43,-45,-111,-127,-83,0,80,122,110,41,-43,-112,-127,-83,0,79,122,111,42,-44,-108,-125,-82,2,83,125,112,43,-41,-110,-126,-81,0,80,125,111,41,-41,-107,-124,-80,0,79,125,107,43,-43,-107,-124,-83,0,83,124,110,45,-40,-110,-122,-82
0,43,79,110,123,126,110,83,44,1,-41,-83,-110,-127,-126,-108,-80,-43,1,42,82,108,124,123,112,83,41,-1,-44,-82,-108,-126,-124,-109,-82,-41,0,41,83,109,123,124,108,80,42,0,-43,-81,-110,-124,-124,-111,-79,-42,0,45,82,108,126,122,110,81,40,0,-44,-83,-111,-125,-123,-111,-83,-41
-1,80,126,109,45,-45,-109,-124,-82,2,80,127,109,45,-40,-110,-127,-81,1,80,123,108,45,-45,-110,-124,-83,2,80,125,107,42,-43,-111,-126,-80,0,82,124,108,45,-42,-111,-125,-81,2,82,123,110,42,-44,-107,-123,-82,0,79,123,111,42,-42,-108,-126,-84,0,83,123,109,45,-43,-108,-125,-84
0,111,112,0,-109,-110,0,108,110,0,-110,-109,-1,107,110,-1,-108,-109,0,110,111,2,-107,-111,1,110,110,0,-108,-112,2,110,110,1,-110,-108,-1,109,108,-2,-111,-110,0,109,107,-1,-110,-111,1,110,109,0,-107,-110,2,108,110,-1,-108,-110,0,110,109,2,-108,-108,2,111,108,2,-109,-111
2,80,126,109,44,-41,-109,-123,-83,1,79,123,109,45,-44,-107,-124,-82,0,80,125,112,42,-41,-108,-123,-81,1,81,126,110,43,-45,-108,-125,-81,0,83,126,108,42,-42,-111,-123,-83,0,81,124,111,41,-42,-108,-124,-82,2,81,123,108,41,-45,-108,-127,-82,-2,82,123,111,45,-41,-109,-127,-81
-1,110,109,0,-109,-110,-1,110,111,1,-111,-111,0,112,111,1,-110,-111,2,108,112,-2,-111,-108,-1,112,110,-2,-108,-108,2,109,110,1,-108,-107,0,108,110,-1,-109,-110,2,111,109,-1,-111,-110,-2,110,109,1,-111,-111,2,108,111,-1,-110,-111,1,111,109,2,-108,-109,-2,111,108,0,-107,-109
-1,42,82,110,125,125,110,81,43,0,-45,-83,-108,-123,-124,-109,-80,-41,0,45,83,108,125,122,110,82,44,1,-42,-79,-111,-123,-124,-107,-83,-43,0,41,79,110,126,125,109,82,43,1,-43,-82,-107,-126,-123,-110,-83,-41,0,43,79,111,123,125,108,81,42,-2,-42,-81,-110,-126,-125,-108,-81,-44
0,80,124,109,41,-41,-109,-126,-83,-2,82,124,110,42,-45,-109,-123,-81,2,80,126,112,42,-43,-107,-124,-81,0,81,122,107,43,-41,-108,-123,-79,1,79,125,107,41,-43,-111,-122,-80,0,83,124,108,45,-44,-112,-122,-81,0,82,126,109,41,-43,-109,-125,-83,1,80,124,112,42,-42,-112,-125,-82
-2,82,123,108,45,-42,-108,-127,-79,-2,82,126,108,44,-45,-112,-124,-80,-1,79,126,109,45,-43,-108,-125,-81,-1,79,127,109,42,-43,-109,-126,-79,0,81,125,108,41,-41,-110,-123,-82,-2,81,127,110,45,-44,-108,-124,-84,-2,83,125,109,42,-44,-107,-123,-82,-2,83,122,110,42,-44,-112,-124,-81
0,41,82,110,125,123,108,82,45,0,-42,-82,-108,-123,-123,-112,-80,-44,-1,42,79,107,125,123,109,79,43,0,-43,-82,-107,-126,-127,-110,-82,-44,2,42,82,110,125,127,110,83,42,0,-42,-82,-110,-126,-124,-108,-79,-43,2,45,82,110,124,127,107,81,41,0,-41,-81,-109,-127,-124,-108,-81,-45
1,109,111,0,-108,-109,0,112,111,0,-108,-110,-1,112,107,-1,-110,-111,0,110,110,-1,-110,-108,-2,109,108,-1,-112,-111,0,111,107,0,-109,-111,0,108,111,1,-109,-110,-1,109,109,-2,-110,-109,0,108,111,1,-109,-111,-1,110,110,0,-110,-110,0,111,111,2,-107,-109,-2,110,112,-1,-107,-110
2,111,112,0,-109,-110,-1,107,109,-1,-108,-111,0,110,107,1,-108,-109,0,109,112,1,-110,-111,2,110,112,-2,-111,-108,2,111,112,1,-110,-109,-1,109,111,-1,-111,-109,0,107,107,0,-110,-111,1,110,111,0,-109,-108,0,112,108,0,-108,-107,1,108,108,0,-112,-110,-1,110,111,0,-111,-111
1,83,125,111,41,-42,-111,-123,-83,2,79,125,110,41,-43,-109,-125,-79,0,81,123,112,44,-44,-110,-127,-80,2,80,125,111,43,-44,-111,-126,-83,2,80,127,109,41,-42,-108,-124,-79,2,81,123,112,44,-44,-107,-122,-81,0,82,124,109,41,-43,-109,-127,-79,0,80,124,112,42,-43,-110,-123,-81
0,108,109,0,-109,-109,2,111,111,-2,-111,-108,0,109,108,1,-111,-108,0,108,107,0,-111,-109,0,111,108,0,-109,-110,0,110,112,1,-109,-110,1,111,111,1,-108,-110,0,111,110,0,-110,-108,0,110,108,0,-111,-109,-1,110,109,0,-111,-111,1,111,110,2,-111,-110,1,109,112,0,-109,-108
2,41,80,111,126,124,111,83,42,2,-44,-83,-112,-124,-122,-109,-81,-42,-1,40,82,107,123,123,107,80,41,-1,-42,-82,-111,-123,-124,-110,-80,-42,0,42,80,111,126,126,110,80,42,0,-44,-80,-111,-126,-123,-109,-81,-43,1,45,81,109,123,123,112,82,42,0,-45,-83,-112,-126,-125,-109,-80,-41
-1,80,126,109,42,-42,-110,-125,-80,0,82,123,109,41,-42,-111,-126,-81,0,81,123,111,45,-45,-111,-122,-81,0,79,122,111,43,-42,-109,-124,-82,2,83,125,109,41,-41,-110,-124,-83,-2,83,127,108,44,-42,-108,-125,-80,1,79,124,110,42,-43,-107,-124,-83,1,81,127,109,42,-43,-112,-123,-79
0,43,79,108,123,125,110,82,44,-2,-42,-81,-111,-126,-127,-110,-80,-43,-1,40,79,110,125,125,110,81,44,-1,-41,-80,-109,-126,-122,-109,-79,-44,2,43,83,109,124,123,109,79,44,1,-42,-79,-111,-126,-125,-111,-82,-41,0,44,79,111,124,123,107,79,43,0,-42,-79,-108,-124,-122,-110,-83,-42
1,112,110,-1,-109,-108,1,112,107,1,-110,-111,2,109,112,1,-112,-109,2,111,110,-2,-110,-109,-2,108,112,0,-108,-109,0,110,110,0,-110,-110,2,111,109,0,-110,-108,0,108,108,-1,-108,-110,1,109,108,-2,-108,-109,-1,111,110,0,-108,-109,1,108,110,-2,-109,-108,0,111,111,-2,-108,-108
0,79,124,108,44,-43,-112,-125,-80,0,81,125,110,43,-41,-109,-127,-79,1,81,122,108,41,-44,-111,-123,-79,-1,79,125,110,42,-42,-109,-124,-83,2,80,126,110,43,-45,-107,-127,-81,0,83,123,109,44,-45,-111,-126,-82,0,80,127,108,44,-41,-107,-124,-81,0,83,125,110,42,-43,-108,-127,-83
0,109,107,1,-110,-111,1,109,110,0,-108,-110,-1,110,111,-2,-107,-111,0,108,109,0,-108,-109,0,112,111,-2,-108,-109,-1,111,111,-2,-111,-107,0,111,109,0,-108,-110,0,110,109,0,-108,-108,-1,111,109,0,-109,-110,0,109,109,0,-109,-109,2,112,108,0,-107,-108,-2,107,108,1,-112,-109
-1,80,125,108,45,-45,-111,-127,-79,0,84,123,112,42,-43,-109,-122,-80,1,79,122,110,44,-44,-111,-125,-82,2,83,123,108,41,-43,-109,-122,-81,0,79,127,108,41,-43,-110,-124,-80,0,83,123,111,41,-42,-110,-126,-79,2,81,126,110,43,-45,-111,-124,-83,1,82,126,108,43,-42,-109,-125,-82
0,109,112,1,-112,-108,0,107,110,0,-108,-111,-1,111,111,-2,-112,-108,-2,110,110,-1,-110,-109,-2,109,112,-1,-109,-109,0,110,108,-1,-111,-108,0,109,108,1,-110,-109,-2,108,112,1,-108,-110,-1,108,112,2,-110,-111,0,109,112,0,-112,-108,-1,111,108,-1,-111,-111,0,111,112,1,-107,-108
2,42,81,110,123,127,107,81,42,1,-45,-79,-109,-124,-124,-110,-80,-41,0,43,80,108,123,126,108,79,45,1,-44,-80,-110,-124,-124,-109,-83,-44,0,45,79,111,125,125,108,79,44,1,-43,-82,-108,-122,-124,-110,-79,-41,1,44,81,109,126,127,111,83,43,-1,-41,-80,-110,-123,-123,-109,-82,-42
0,82,125,108,45,-45,-112,-123,-82,1,82,123,112,44,-42,-112,-125,-83,0,80,125,107,45,-41,-107,-124,-82,0,83,126,111,42,-42,-112,-124,-79,1,81,127,110,45,-43,-112,-126,-82,0,83,123,108,41,-45,-109,-122,-81,2,79,122,109,43,-42,-110,-124,-79,0,81,124,112,45,-44,-107,-123,-81
-1,43,81,107,123,126,109,79,44,0,-44,-81,-112,-127,-126,-107,-83,-41,0,43,83,108,127,123,109,82,44,2,-41,-83,-109,-127,-126,-107,-79,-42,0,43,83,108,122,126,108,83,42,-2,-44,-82,-109,-126,-125,-108,-79,-44,0,44,81,109,125,123,109,79,43,-1,-42,-83,-110,-122,-126,-110,-83,-43
0,111,110,0,-111,-108,2,111,109,-1,-109,-111,1,111,111,0,-111,-108,0,108,107,1,-109,-111,1,108,109,-2,-111,-110,0,107,112,0,-111,-108,1,109,110,0,-108,-111,2,110,110,-1,-108,-107,0,109,111,-2,-108,-109,0,108,109,0,-112,-111,1,109,109,-1,-109,-108,1,107,107,2,-110,-109
0,44,82,111,125,126,107,81,42,0,-41,-81,-111,-124,-124,-108,-79,-43,0,42,80,111,127,125,111,83,42,-1,-42,-80,-111,-125,-125,-109,-80,-44,-1,42,83,110,124,126,108,80,42,-1,-45,-79,-110,-125,-125,-111,-82,-45,1,41,79,111,127,126,111,80,44,0,-44,-83,-111,-124,-124,-109,-82,-45
2,109,112,1,-109,-109,0,109,112,2,-109,-110,-1,110,107,2,-108,-108,-1,112,111,-2,-109,-111,0,111,109,1,-112,-109,-2,111,109,0,-109,-109,-1,108,110,1,-108,-112,-1,110,109,2,-109,-109,-2,109,110,0,-108,-110,2,109,108,0,-112,-112,0,110,111,0,-108,-108,0,109,111,1,-111,-109
2,79,126,111,45,-45,-112,-126,-83,0,79,125,110,43,-45,-112,-124,-82,2,83,127,110,44,-42,-110,-123,-81,1,81,124,111,43,-41,-111,-125,-81,0,80,127,111,45,-42,-108,-123,-82,0,80,123,108,45,-42,-110,-126,-80,0,80,125,110,41,-45,-109,-125,-81,0,79,123,109,44,-41,-110,-124,-80
